Gene,NDC,DSIPS,THO3B,THO3F
ENSG00000231431,0,122,2,8
ENSG00000236516,1,20,0,2
ENSG00000227817,0,1,4,1
ENSG00000224425,0,0,0,0
ENSG00000233087,10,7,14,11
ENSG00000233285,0,0,0,0
ENSG00000227275,0,0,0,0
ENSG00000235080,0,2,0,0
ENSG00000231777,0,2,0,0
ENSG00000227661,0,1,0,0
ENSG00000236590,0,0,0,0
ENSG00000234480,0,0,0,1
ENSG00000237910,0,0,0,0
ENSG00000234939,0,2,0,0
ENSG00000234576,0,0,0,0
ENSG00000226831,0,0,1,0
ENSG00000223631,1,10,1,9
ENSG00000214077,25,22,14,8
ENSG00000217950,7,2,8,6
ENSG00000232742,1,0,0,2
ENSG00000273073,3,4,0,0
ENSG00000173272,1429,954,1290,1001
ENSG00000075886,65,23,32,44
ENSG00000265575,0,0,0,0
ENSG00000152117,1941,1269,1239,1081
ENSG00000163040,1374,758,1283,924
ENSG00000224679,0,1,1,0
ENSG00000204434,0,2,1,1
ENSG00000251956,0,0,0,0
ENSG00000224559,1,0,0,0
ENSG00000270930,0,0,0,0
ENSG00000197927,316,259,220,277
ENSG00000213222,286,288,289,374
ENSG00000223588,0,0,0,0
ENSG00000186825,1,0,0,2
ENSG00000229203,1,3,5,0
ENSG00000232760,0,1,1,0
ENSG00000264973,0,0,0,0
ENSG00000244337,0,0,0,0
ENSG00000235615,0,1,0,1
ENSG00000236485,0,0,3,1
ENSG00000226886,5,8,3,3
ENSG00000271179,0,0,0,0
ENSG00000225594,0,0,0,0
ENSG00000227745,3,0,0,0
ENSG00000163046,13694,5354,5162,4886
ENSG00000239108,0,0,0,0
ENSG00000202174,98,62,38,47
ENSG00000221288,0,0,0,0
ENSG00000233786,2,2,0,2
ENSG00000230803,0,1,2,0
ENSG00000018607,18,72,34,87
ENSG00000272769,33,2441,72,1179
ENSG00000230992,76,678,98,322
ENSG00000252705,0,0,0,0
ENSG00000183840,104,58,114,30
ENSG00000232349,1,2,2,0
ENSG00000200718,0,0,0,0
ENSG00000221142,0,0,0,0
ENSG00000150551,729,513,857,473
ENSG00000230065,5,7,10,9
ENSG00000176771,3886,3636,3456,3003
ENSG00000228721,0,0,2,0
ENSG00000233729,32,38,19,13
ENSG00000269686,47,48,38,29
ENSG00000226953,32,18,22,12
ENSG00000252688,1,1,1,4
ENSG00000222068,4,6,4,6
ENSG00000232474,5,20,15,8
ENSG00000223430,3,3,2,1
ENSG00000200708,6,3,3,1
ENSG00000152127,8667,6545,9682,6906
ENSG00000263813,3,3,2,1
ENSG00000222921,0,2,0,1
ENSG00000234060,2,7,7,7
ENSG00000152128,613,319,483,273
ENSG00000255674,0,0,0,0
ENSG00000224043,165,134,191,116
ENSG00000234682,2,4,0,5
ENSG00000228098,0,0,0,0
ENSG00000153086,26,28,16,22
ENSG00000263783,0,0,1,0
ENSG00000082258,7856,6794,7476,7118
ENSG00000176601,33,72,276,45
ENSG00000115839,4964,3804,5197,4613
ENSG00000238337,1,2,0,3
ENSG00000208308,1,0,0,0
ENSG00000121988,1438,1196,1087,1113
ENSG00000235651,38,19,11,15
ENSG00000048991,4528,2897,3587,3981
ENSG00000201308,0,0,0,1
ENSG00000207654,4,0,0,1
ENSG00000144224,7699,5948,7887,6994
ENSG00000115850,29,33,41,21
ENSG00000200664,0,0,0,0
ENSG00000226806,0,2,0,0
ENSG00000076003,6994,2228,2170,3160
ENSG00000214070,9,4,1,3
ENSG00000115866,6296,5031,5280,5290
ENSG00000231890,20,28,30,24
ENSG00000237262,5,9,0,4
ENSG00000121966,3303,7100,6721,2191
ENSG00000227347,10,14,6,8
ENSG00000230037,3,1,4,1
ENSG00000251976,0,0,0,0
ENSG00000216081,0,0,0,0
ENSG00000229568,0,2,0,0
ENSG00000221762,0,0,0,0
ENSG00000144229,134,164,87,70
ENSG00000212425,0,0,0,0
ENSG00000222394,0,0,0,0
ENSG00000234007,1,1,0,1
ENSG00000150540,15,27,22,7
ENSG00000224231,0,0,0,0
ENSG00000233045,4,0,0,6
ENSG00000234645,17,11,11,9
ENSG00000237939,2,3,1,3
ENSG00000232915,0,1,2,2
ENSG00000228043,29,21,23,17
ENSG00000230569,2,2,3,3
ENSG00000144228,1735,1426,1273,1548
ENSG00000241772,12,3,7,19
ENSG00000260059,11,10,1,15
ENSG00000237772,0,0,0,0
ENSG00000144227,109,26,23,136
ENSG00000222826,0,0,0,0
ENSG00000229104,0,1,0,3
ENSG00000232992,2,0,0,0
ENSG00000226939,3,1,0,2
ENSG00000229131,0,0,0,0
ENSG00000206901,0,0,0,0
ENSG00000235232,0,0,0,0
ENSG00000228374,0,1,0,0
ENSG00000223554,0,0,2,0
ENSG00000221074,0,0,0,0
ENSG00000240977,0,0,0,0
ENSG00000224028,0,0,1,0
ENSG00000227149,0,0,0,0
ENSG00000231567,0,1,0,0
ENSG00000223921,4,0,6,0
ENSG00000168702,2977,918,11800,3144
ENSG00000236440,1,1,5,3
ENSG00000238065,3,0,4,1
ENSG00000201892,0,0,0,1
ENSG00000252015,0,2,3,0
ENSG00000233329,0,0,0,2
ENSG00000265224,0,0,0,0
ENSG00000266259,0,0,1,0
ENSG00000244125,0,0,0,0
ENSG00000239131,0,0,0,0
ENSG00000228134,0,0,0,0
ENSG00000229781,0,1,1,0
ENSG00000115919,0,0,2,2
ENSG00000270390,0,0,0,0
ENSG00000221169,0,0,0,0
ENSG00000075884,168,174,302,138
ENSG00000224288,0,1,0,0
ENSG00000226839,0,0,0,4
ENSG00000224852,0,0,0,0
ENSG00000232772,1,1,0,0
ENSG00000236300,0,0,0,0
ENSG00000227557,0,0,0,0
ENSG00000225476,0,0,0,0
ENSG00000231766,0,0,0,0
ENSG00000257284,0,1,0,0
ENSG00000228655,1,0,0,0
ENSG00000257640,0,0,1,0
ENSG00000258268,1,0,0,1
ENSG00000231758,3,4,0,0
ENSG00000257277,4,6,0,1
ENSG00000257226,1,5,0,0
ENSG00000236356,0,0,2,0
ENSG00000200287,0,0,1,0
ENSG00000232377,13,4,9,7
ENSG00000121964,2168,1663,2388,2072
ENSG00000169554,11708,8622,7178,14875
ENSG00000213410,3,1,2,1
ENSG00000176824,52,37,23,83
ENSG00000238057,75,101,55,129
ENSG00000232606,0,0,0,2
ENSG00000226674,1,5,0,0
ENSG00000234940,0,0,0,0
ENSG00000235352,0,0,0,0
ENSG00000268580,0,0,0,0
ENSG00000235435,0,0,0,0
ENSG00000253036,0,0,0,0
ENSG00000214064,0,0,0,0
ENSG00000225107,0,0,0,0
ENSG00000226218,0,0,0,0
ENSG00000234119,0,9,1,0
ENSG00000233842,1,7,0,0
ENSG00000251905,0,0,0,0
ENSG00000230559,0,0,1,0
ENSG00000227134,0,0,0,0
ENSG00000198526,0,0,0,0
ENSG00000271583,0,0,0,0
ENSG00000231040,0,0,0,0
ENSG00000227902,0,0,0,0
ENSG00000238860,0,0,0,0
ENSG00000207225,0,0,0,0
ENSG00000221289,0,0,0,0
ENSG00000207161,0,0,0,0
ENSG00000202074,0,0,0,0
ENSG00000253083,0,0,0,0
ENSG00000229143,0,0,0,0
ENSG00000121989,10736,6953,6856,7698
ENSG00000212389,5,0,2,2
ENSG00000223911,8,14,9,14
ENSG00000115947,4194,2988,3306,3257
ENSG00000265049,3,3,0,2
ENSG00000204406,4788,3617,4019,4145
ENSG00000212181,2,3,2,4
ENSG00000224007,9,7,3,9
ENSG00000232238,0,1,1,0
ENSG00000135999,3606,2426,3647,3341
ENSG00000222126,0,0,0,0
ENSG00000223962,1,0,0,0
ENSG00000231079,217,201,189,211
ENSG00000228848,0,0,1,0
ENSG00000226340,5,9,2,11
ENSG00000168280,46842,37338,68998,66557
ENSG00000263656,2,1,1,0
ENSG00000150556,126,18,15,86
ENSG00000228236,22,17,6,9
ENSG00000224337,0,0,0,0
ENSG00000187123,2060,634,617,916
ENSG00000223604,5,5,1,4
ENSG00000168288,4428,3370,3450,3652
ENSG00000231969,8,0,9,5
ENSG00000207270,0,0,0,0
ENSG00000162947,0,1,0,5
ENSG00000230645,0,0,0,0
ENSG00000231420,0,0,0,0
ENSG00000115963,11336,17384,20434,12840
ENSG00000236049,1,1,0,0
ENSG00000237220,0,0,0,0
ENSG00000232359,0,0,0,0
ENSG00000224048,0,2,2,0
ENSG00000228064,0,0,0,0
ENSG00000222031,0,3,2,1
ENSG00000236885,0,0,0,0
ENSG00000213201,0,0,0,0
ENSG00000184898,96,104,37,17
ENSG00000123609,9,3,4,1
ENSG00000123610,2,1,10,2
ENSG00000264684,0,0,0,0
ENSG00000242113,11,13,10,8
ENSG00000080345,13037,8856,9584,10143
ENSG00000183091,189,146,110,145
ENSG00000162980,4510,4100,3300,3902
ENSG00000182389,2038,1866,2335,2766
ENSG00000225214,0,7,2,0
ENSG00000115145,2253,2095,2662,2412
ENSG00000234272,5,5,8,10
ENSG00000199884,0,0,0,0
ENSG00000157827,7809,5501,8578,7060
ENSG00000213197,16,13,20,15
ENSG00000270776,5,8,9,9
ENSG00000196504,13237,10069,10802,10825
ENSG00000177917,2593,2041,1894,2088
ENSG00000234932,0,0,0,0
ENSG00000226213,0,0,0,0
ENSG00000214025,0,0,0,0
ENSG00000224612,1,0,0,0
ENSG00000226338,0,0,0,0
ENSG00000227708,0,0,0,0
ENSG00000214024,0,0,0,0
ENSG00000242575,5,0,1,1
ENSG00000227400,1,1,0,0
ENSG00000200377,0,0,0,0
ENSG00000177519,215,187,160,95
ENSG00000236917,3,0,0,2
ENSG00000144278,1402,953,948,1035
ENSG00000266512,0,0,0,0
ENSG00000212001,0,0,0,0
ENSG00000230251,16,15,16,15
ENSG00000224675,25,15,11,7
ENSG00000238004,0,0,0,1
ENSG00000223290,0,0,0,0
ENSG00000235949,32,2,2,36
ENSG00000162989,529,60,107,747
ENSG00000228837,0,0,0,0
ENSG00000230991,0,0,0,0
ENSG00000223197,0,0,0,0
ENSG00000232982,0,0,0,0
ENSG00000229701,0,1,0,0
ENSG00000227682,1,0,1,3
ENSG00000233709,0,0,0,0
ENSG00000233039,0,1,0,0
ENSG00000233248,0,0,0,0
ENSG00000229935,0,0,0,0
ENSG00000206718,0,0,0,0
ENSG00000226383,525,642,311,192
ENSG00000235548,9,12,9,1
ENSG00000153234,397,127,443,346
ENSG00000238543,0,0,1,2
ENSG00000238481,0,1,0,0
ENSG00000115159,2443,1508,1698,1627
ENSG00000268857,0,0,0,0
ENSG00000238069,1,0,0,0
ENSG00000263848,0,0,0,0
ENSG00000213194,1,3,1,1
ENSG00000136542,191,108,841,284
ENSG00000222404,4,2,4,2
ENSG00000136541,54,38,221,86
ENSG00000230562,3,22,10,2
ENSG00000115165,3,2,2,2
ENSG00000216054,0,0,0,0
ENSG00000123612,91,21,46,45
ENSG00000234584,12,5,6,6
ENSG00000115170,1131,512,727,549
ENSG00000215934,1,2,0,0
ENSG00000007001,53,23,27,51
ENSG00000270557,60,52,69,41
ENSG00000251980,0,1,0,0
ENSG00000271320,5,9,6,9
ENSG00000228937,0,1,0,0
ENSG00000212410,0,0,0,0
ENSG00000231158,1,0,0,1
ENSG00000237327,4,5,6,3
ENSG00000227480,5,0,10,0
ENSG00000153237,187,192,360,218
ENSG00000234890,1,2,1,0
ENSG00000243723,1,1,0,1
ENSG00000144283,5815,3067,3878,3570
ENSG00000251721,1,1,2,1
ENSG00000227331,13,7,7,9
ENSG00000204380,74,62,66,45
ENSG00000228586,0,0,0,1
ENSG00000231675,0,0,0,0
ENSG00000163331,7,12,15,5
ENSG00000243792,0,0,0,0
ENSG00000251491,0,0,0,0
ENSG00000188668,0,0,0,0
ENSG00000222300,0,0,0,0
ENSG00000115183,2148,1394,3332,1243
ENSG00000213189,23,2,12,7
ENSG00000202029,0,1,0,0
ENSG00000226878,2,2,1,1
ENSG00000196151,466,423,470,453
ENSG00000123636,10787,9055,12037,14317
ENSG00000223642,188,153,171,222
ENSG00000270893,6,21,7,16
ENSG00000225369,0,0,0,0
ENSG00000207117,3,6,3,1
ENSG00000224152,152,215,179,206
ENSG00000226266,94,56,151,77
ENSG00000230783,9,5,4,5
ENSG00000136536,9490,7262,9178,7760
ENSG00000241399,83,38,57,76
ENSG00000054219,11,6,2,3
ENSG00000248672,0,0,0,0
ENSG00000227055,0,0,0,0
ENSG00000153246,22,19,85,15
ENSG00000115221,11,7,29,5
ENSG00000153250,315,517,953,175
ENSG00000252465,0,0,1,0
ENSG00000263948,0,0,0,0
ENSG00000244372,0,0,0,0
ENSG00000232337,0,1,0,0
ENSG00000224467,0,0,0,0
ENSG00000136560,1818,1271,1667,1309
ENSG00000235724,3,3,5,1
ENSG00000227403,3,3,9,3
ENSG00000225813,1,17,4,4
ENSG00000115233,5892,3136,6628,4573
ENSG00000232320,3,1,2,6
ENSG00000221590,0,0,0,0
ENSG00000271924,4,6,9,6
ENSG00000136535,7428,1201,9715,2801
ENSG00000224076,0,0,0,0
ENSG00000251621,222,27,340,102
ENSG00000144290,3046,849,2216,1454
ENSG00000226121,49,20,67,54
ENSG00000238570,0,0,0,0
ENSG00000226946,3,1,8,0
ENSG00000235716,3,0,14,4
ENSG00000253046,0,0,0,0
ENSG00000234732,0,2,0,0
ENSG00000197635,101,17,18,38
ENSG00000230918,2,0,0,0
ENSG00000231445,0,0,0,0
ENSG00000224674,0,3,0,2
ENSG00000233397,0,0,0,0
ENSG00000115263,0,3,3,0
ENSG00000236841,0,2,1,1
ENSG00000078098,24,26,74,15
ENSG00000115267,58,43,14,26
ENSG00000115271,2377,1690,1367,1700
ENSG00000184611,2404,565,526,940
ENSG00000212312,1,5,0,0
ENSG00000237750,61,20,16,43
ENSG00000230282,0,0,0,2
ENSG00000200902,1,0,0,0
ENSG00000182263,3030,4989,3972,9434
ENSG00000237844,0,1,0,0
ENSG00000226847,0,2,0,0
ENSG00000229641,0,0,0,0
ENSG00000264074,0,1,0,0
ENSG00000115290,182,174,408,155
ENSG00000082438,233,350,175,165
ENSG00000224331,0,5,0,1
ENSG00000206869,0,0,0,5
ENSG00000233255,0,0,0,0
ENSG00000199508,0,0,0,0
ENSG00000223318,0,0,0,0
ENSG00000169507,0,2,0,0
ENSG00000236283,0,1,0,0
ENSG00000153253,4431,4813,7482,7470
ENSG00000264047,0,0,3,2
ENSG00000136531,3686,1433,3641,3235
ENSG00000233204,2,0,2,0
ENSG00000178662,14177,12586,17887,19114
ENSG00000115339,34,43,34,24
ENSG00000235192,1,0,0,1
ENSG00000229195,0,13,0,0
ENSG00000221234,0,0,0,0
ENSG00000232411,6,10,4,3
ENSG00000123607,3344,2625,2518,3066
ENSG00000224490,75,53,53,80
ENSG00000236107,8,14,18,6
ENSG00000144285,420,272,658,217
ENSG00000238813,0,0,1,0
ENSG00000222376,0,0,0,3
ENSG00000169432,407,318,1646,959
ENSG00000238662,0,5,1,0
ENSG00000136546,18,4,6,15
ENSG00000163092,1,11,2,0
ENSG00000225182,0,0,0,0
ENSG00000254552,0,0,2,0
ENSG00000228222,17,6,9,6
ENSG00000238357,0,0,0,0
ENSG00000214211,3,5,2,12
ENSG00000235335,2,4,12,5
ENSG00000172318,935,474,1022,932
ENSG00000198648,5898,7692,7597,7896
ENSG00000238259,1,5,8,2
ENSG00000239230,0,0,0,0
ENSG00000241074,0,0,0,0
ENSG00000172292,7206,3959,6557,4813
ENSG00000265694,1,0,2,0
ENSG00000199348,2,0,4,0
ENSG00000227617,13,7,14,19
ENSG00000163072,160,118,81,100
ENSG00000152253,827,504,368,497
ENSG00000152254,9,1,3,3
ENSG00000073734,11,20,3,4
ENSG00000073737,2,1,0,2
ENSG00000235321,0,0,0,0
ENSG00000235995,0,0,0,0
ENSG00000081479,1290,8624,2596,5147
ENSG00000163093,318,260,374,271
ENSG00000251569,0,0,0,0
ENSG00000239474,44,12,45,40
ENSG00000138399,1623,1308,1141,1425
ENSG00000229827,1,2,0,0
ENSG00000138398,7420,5853,5954,6059
ENSG00000154479,201,192,175,102
ENSG00000226072,0,3,2,1
ENSG00000144362,130,90,130,85
ENSG00000213160,6458,4397,4921,5678
ENSG00000206961,1,1,2,0
ENSG00000231550,43,51,52,46
ENSG00000214369,11,12,9,12
ENSG00000138385,4235,2934,3570,3584
ENSG00000138382,1240,860,1006,846
ENSG00000252981,10,7,4,6
ENSG00000144357,6969,4464,5888,6196
ENSG00000227176,24,14,16,35
ENSG00000252807,0,0,0,0
ENSG00000071909,30,29,35,16
ENSG00000231898,1,3,1,0
ENSG00000214821,2,1,0,0
ENSG00000213981,10,10,6,11
ENSG00000222033,3,2,7,5
ENSG00000204335,81,23,49,6
ENSG00000234350,33,21,24,15
ENSG00000128692,13,9,8,9
ENSG00000239467,45,36,64,36
ENSG00000222509,0,0,0,0
ENSG00000204334,18,19,39,17
ENSG00000128683,2253,1918,1240,1089
ENSG00000235934,34,19,5,8
ENSG00000266020,0,0,0,0
ENSG00000115806,2728,3434,3825,3261
ENSG00000198586,4023,2229,2656,2415
ENSG00000238567,1,1,0,2
ENSG00000123600,1357,1361,1228,1147
ENSG00000224553,16,2,7,8
ENSG00000115827,2305,1695,1718,1938
ENSG00000228507,7,7,2,5
ENSG00000234061,3,2,4,0
ENSG00000233762,63,48,70,40
ENSG00000071967,1021,705,1437,385
ENSG00000233934,0,0,0,0
ENSG00000077380,7023,6504,8487,9270
ENSG00000268821,10,7,5,8
ENSG00000228389,13,11,12,14
ENSG00000115840,2360,1544,1884,2412
ENSG00000252779,0,1,4,3
ENSG00000128708,2720,1819,1706,2252
ENSG00000172878,400,463,237,644
ENSG00000144355,1650,3160,1125,6740
ENSG00000115844,817,1285,497,2352
ENSG00000236651,5,9,4,8
ENSG00000238572,0,0,0,0
ENSG00000232555,1,4,0,0
ENSG00000091409,5059,3857,7833,4927
ENSG00000226963,17,16,11,21
ENSG00000232788,7,16,16,6
ENSG00000225205,45,62,36,46
ENSG00000152256,5351,2734,4929,3642
ENSG00000199866,2,1,0,1
ENSG00000230104,5,4,1,3
ENSG00000228016,41,8,19,5
ENSG00000239041,0,1,0,1
ENSG00000091428,639,211,383,364
ENSG00000232292,0,5,0,0
ENSG00000265709,0,0,0,0
ENSG00000091436,2134,1890,1899,1664
ENSG00000238133,71,48,59,47
ENSG00000231735,1,1,0,0
ENSG00000236391,5,2,3,2
ENSG00000144354,4710,1365,1055,2388
ENSG00000213148,4,3,1,2
ENSG00000236832,0,0,0,0
ENSG00000226131,0,1,0,1
ENSG00000237016,0,1,0,1
ENSG00000237617,0,0,0,0
ENSG00000270460,1,0,2,0
ENSG00000234415,0,0,1,0
ENSG00000224638,2,3,0,2
ENSG00000172845,12111,9149,9905,10853
ENSG00000271151,29,13,24,17
ENSG00000273258,0,0,0,0
ENSG00000260868,0,5,12,5
ENSG00000235414,1,2,0,0
ENSG00000138430,5889,4672,5021,5342
ENSG00000270799,12,3,11,9
ENSG00000243770,5,16,5,3
ENSG00000201088,0,0,0,0
ENSG00000227180,0,0,0,0
ENSG00000237804,2,2,2,0
ENSG00000231453,148,106,93,190
ENSG00000217236,306,911,725,756
ENSG00000268241,17,64,34,49
ENSG00000138433,1238,951,1112,1160
ENSG00000144306,1638,1758,1524,1707
ENSG00000163328,786,779,1028,1168
ENSG00000226853,50,75,48,46
ENSG00000179997,0,0,0,0
ENSG00000236449,14,36,32,16
ENSG00000206965,0,0,2,2
ENSG00000115935,807,925,736,575
ENSG00000237798,4,0,1,0
ENSG00000235655,202,120,194,140
ENSG00000138435,8,17,43,11
ENSG00000237104,0,1,0,2
ENSG00000128656,2727,2693,4756,4177
ENSG00000201425,1,0,0,1
ENSG00000212167,1,0,0,0
ENSG00000199827,0,0,0,0
ENSG00000227187,0,0,3,2
ENSG00000266510,1,0,0,1
ENSG00000115966,8576,7962,9118,8120
ENSG00000215973,5,14,7,10
ENSG00000229750,17,22,15,27
ENSG00000154518,5955,4981,6107,5502
ENSG00000200121,0,0,0,0
ENSG00000233131,0,0,0,0
ENSG00000229066,0,0,0,3
ENSG00000221347,0,0,0,0
ENSG00000223976,0,3,0,0
ENSG00000235047,0,0,0,1
ENSG00000229779,0,1,0,0
ENSG00000144320,6872,5643,7140,7549
ENSG00000174279,0,10,7,3
ENSG00000128714,9,1,0,0
ENSG00000170178,0,1,0,0
ENSG00000128713,0,2,0,0
ENSG00000216193,0,0,0,0
ENSG00000128710,0,2,0,0
ENSG00000237380,0,2,0,1
ENSG00000128709,14,0,5,6
ENSG00000175879,5,1,1,16
ENSG00000128652,1,2,0,56
ENSG00000207744,0,0,0,0
ENSG00000170166,0,0,0,0
ENSG00000272729,0,0,0,6
ENSG00000224189,1,2,0,29
ENSG00000226363,0,0,0,0
ENSG00000128645,0,0,0,0
ENSG00000218175,43,16,22,12
ENSG00000230384,0,0,0,0
ENSG00000128654,1566,1164,1631,1631
ENSG00000237260,5,11,4,5
ENSG00000265186,0,0,0,0
ENSG00000221304,0,0,0,0
ENSG00000229434,0,0,0,0
ENSG00000236231,0,0,0,0
ENSG00000272551,0,0,0,0
ENSG00000163364,1,0,0,0
ENSG00000224577,0,1,0,0
ENSG00000252027,0,0,0,0
ENSG00000230552,9,5,1,5
ENSG00000237053,0,0,0,0
ENSG00000223777,0,0,0,0
ENSG00000227098,0,0,0,0
ENSG00000206866,0,0,0,0
ENSG00000236501,12,7,7,5
ENSG00000251746,0,0,1,0
ENSG00000229337,1,0,2,2
ENSG00000226273,0,1,0,0
ENSG00000201102,1,3,1,0
ENSG00000213069,4,6,3,2
ENSG00000170144,12907,7345,7845,6845
ENSG00000263721,0,0,0,0
ENSG00000116044,4548,1889,2551,2394
ENSG00000225808,73,42,29,34
ENSG00000265396,1,2,0,0
ENSG00000222043,25,14,8,9
ENSG00000213963,234,158,171,186
ENSG00000271825,2,4,5,2
ENSG00000271996,13,4,4,12
ENSG00000237178,0,1,1,0
ENSG00000238295,0,3,0,0
ENSG00000018510,4046,3108,3178,3984
ENSG00000196659,609,533,1004,580
ENSG00000237655,0,0,0,1
ENSG00000197557,1076,986,1522,915
ENSG00000128655,144,125,200,224
ENSG00000229941,0,0,9,10
ENSG00000236664,0,0,0,0
ENSG00000213962,2,2,1,2
ENSG00000229744,0,0,0,0
ENSG00000206788,0,0,0,0
ENSG00000249909,0,0,0,0
ENSG00000227241,0,0,0,1
ENSG00000155636,777,634,791,709
ENSG00000223096,1,0,2,0
ENSG00000079156,1016,897,928,1475
ENSG00000260931,17,21,12,42
ENSG00000223960,353,559,464,603
ENSG00000180228,2838,2269,2540,2644
ENSG00000204311,112,61,78,65
ENSG00000238082,19,7,16,8
ENSG00000079150,622,601,711,589
ENSG00000116095,2306,1528,2358,2118
ENSG00000237298,460,488,396,347
ENSG00000155657,2447,2621,1910,1805
ENSG00000270956,4,2,9,2
ENSG00000270277,23,18,10,15
ENSG00000271011,2,2,1,1
ENSG00000270574,6,10,6,8
ENSG00000271141,4,6,3,1
ENSG00000271401,11,12,10,6
ENSG00000267784,34,21,23,12
ENSG00000266413,59,46,24,28
ENSG00000163492,5,14,11,71
ENSG00000238542,0,0,0,0
ENSG00000231541,0,0,0,0
ENSG00000252000,0,0,0,0
ENSG00000187231,11446,7682,9916,11049
ENSG00000238339,3,1,1,2
ENSG00000237477,0,0,0,0
ENSG00000237964,0,1,0,0
ENSG00000144331,100,18,26,33
ENSG00000213126,0,0,0,0
ENSG00000221240,0,0,0,0
ENSG00000202216,1,0,0,1
ENSG00000163510,2016,1470,1642,1651
ENSG00000270289,0,0,0,0
ENSG00000225258,1,6,2,2
ENSG00000264976,0,0,0,0
ENSG00000226564,2,0,1,1
ENSG00000236667,0,0,1,0
ENSG00000170035,3151,3759,5776,4189
ENSG00000236153,8,6,12,9
ENSG00000238171,2,7,1,2
ENSG00000234663,1,4,5,4
ENSG00000266705,0,0,0,0
ENSG00000226681,0,0,0,0
ENSG00000115232,117,194,266,150
ENSG00000188452,87,67,129,53
ENSG00000162992,962,221,530,477
ENSG00000234595,6,8,2,0
ENSG00000225570,2,0,0,0
ENSG00000223873,1,0,3,0
ENSG00000221023,0,0,0,0
ENSG00000260742,7,14,12,3
ENSG00000138434,5255,5025,6960,4452
ENSG00000150722,16,28,40,19
ENSG00000213958,0,0,0,2
ENSG00000222418,1,0,0,0
ENSG00000265129,0,0,1,0
ENSG00000115252,5065,1506,2818,2502
ENSG00000242121,2,1,4,1
ENSG00000077232,7685,6781,7907,6627
ENSG00000232430,0,0,0,0
ENSG00000212404,0,0,4,0
ENSG00000162998,251,460,2472,273
ENSG00000207178,1,0,0,1
ENSG00000061676,19923,15012,18589,14809
ENSG00000202141,5,4,11,3
ENSG00000221498,0,0,0,0
ENSG00000231203,3,1,0,0
ENSG00000162999,420,552,379,359
ENSG00000224643,2,0,0,0
ENSG00000163002,1401,874,753,1024
ENSG00000272800,23,10,20,25
ENSG00000213120,1,0,0,1
ENSG00000177855,10,6,8,6
ENSG00000234172,0,0,0,0
ENSG00000238306,0,0,0,0
ENSG00000266808,0,0,0,0
ENSG00000170396,622,193,664,420
ENSG00000237824,7,1,0,0
ENSG00000225406,10,21,5,8
ENSG00000212581,1,5,2,2
ENSG00000226747,12,46,23,11
ENSG00000188738,1490,4406,1505,1350
ENSG00000231646,19,16,17,25
ENSG00000224019,7,10,11,6
ENSG00000237877,164,161,164,145
ENSG00000226410,6,13,2,7
ENSG00000232568,2,3,3,1
ENSG00000259915,13,13,15,7
ENSG00000227692,12,13,15,10
ENSG00000065548,4792,3315,3849,3587
ENSG00000224323,50,32,22,22
ENSG00000213953,8,8,2,3
ENSG00000268846,1,0,0,1
ENSG00000138448,6329,5438,6033,6649
ENSG00000227227,23,28,14,22
ENSG00000144369,11430,6868,9367,8909
ENSG00000163012,24,17,14,28
ENSG00000226553,1,0,0,0
ENSG00000224063,1,2,0,6
ENSG00000222845,0,0,0,0
ENSG00000199626,0,0,0,0
ENSG00000064989,113,265,74,317
ENSG00000231739,1,0,2,0
ENSG00000003436,108,153,195,72
ENSG00000231689,1,4,0,3
ENSG00000252004,0,0,0,0
ENSG00000235616,0,0,0,0
ENSG00000213115,0,3,4,0
ENSG00000200650,0,0,0,0
ENSG00000144366,2296,2936,3446,1822
ENSG00000207951,3,3,0,3
ENSG00000223523,5,5,3,8
ENSG00000174325,0,0,0,1
ENSG00000168542,155,2918,1639,368
ENSG00000221502,0,0,0,0
ENSG00000204262,2560,5602,9694,4770
ENSG00000228073,0,2,5,0
ENSG00000264725,0,0,0,0
ENSG00000213601,0,3,0,0
ENSG00000266817,0,0,0,0
ENSG00000115368,3941,2681,2756,2975
ENSG00000233996,1,6,0,1
ENSG00000138449,424,247,153,348
ENSG00000138381,3549,2414,3243,3146
ENSG00000151687,268,187,311,225
ENSG00000128694,1283,1067,1005,1023
ENSG00000223249,4,1,6,1
ENSG00000253559,27,35,29,21
ENSG00000273240,41,39,34,40
ENSG00000128699,2414,1697,2091,1901
ENSG00000231145,1,5,1,0
ENSG00000064933,2192,1389,1566,1603
ENSG00000187699,172,152,166,111
ENSG00000238641,0,0,0,0
ENSG00000223824,0,1,0,0
ENSG00000204253,40,28,31,44
ENSG00000213110,0,0,0,0
ENSG00000138379,16,16,2,2
ENSG00000198130,1347,1172,1214,1023
ENSG00000151689,316,215,223,252
ENSG00000151690,1088,471,860,1166
ENSG00000272979,19,9,12,9
ENSG00000189362,399,169,231,299
ENSG00000233654,10,8,3,2
ENSG00000251935,0,1,0,2
ENSG00000138386,5820,2856,2749,3583
ENSG00000228509,9,10,7,13
ENSG00000235852,99,47,32,69
ENSG00000115419,3899,2380,2729,3799
ENSG00000115415,3585,3190,3207,3075
ENSG00000229023,13,25,14,21
ENSG00000230686,0,0,0,0
ENSG00000231858,5,5,0,2
ENSG00000138378,108,109,85,67
ENSG00000207402,0,0,0,0
ENSG00000230611,3,3,1,4
ENSG00000227542,76,53,90,76
